Customer ID,recency,T,frequency,monetary,expected_purc_3_month,expected_purc_6_month,expected_average_profit,cltv,segment,prob_alive
12346.0,8.16326530612245,14.816326530612244,12,58.675000000000004,0.4290646095059796,0.8169977518922923,59.850169435695555,50.98335527878762,D,0.04582099836899492
12347.0,8.204081632653061,8.26530612244898,8,704.1650000000001,10.417858953350274,19.528498823667114,720.2151398731127,14640.828725078267,A,0.975670390397634
12348.0,7.387755102040816,8.959183673469388,5,398.37199999999996,6.318168914544057,11.878660714276986,413.4323408460717,5113.712930255456,B,0.9102704200415535
12349.0,11.63265306122449,12.040816326530614,4,946.625,4.44976869184824,8.437708102743871,990.4172435868894,8709.475811356397,A,0.9557156035590252
12352.0,7.265306122448979,8.020408163265307,10,209.89400000000006,12.530613097385578,23.462462952510947,213.97181347750532,5225.356333926436,B,0.9514908992174701
12353.0,4.163265306122449,8.346938775510205,2,203.38,2.826800078823357,5.313217220736084,224.69727405605553,1243.1141792720455,C,0.6943528724585895
12355.0,7.204081632653062,11.591836734693876,2,473.80499999999995,2.4822246100564866,4.707606836036318,520.7427479809253,2554.9502704494257,C,0.7932618366422688
12356.0,8.183673469387754,8.673469387755102,6,1062.28,7.840243416071364,14.72265995365195,1094.4766787511708,16776.619808601834,A,0.9590570263218055
12357.0,7.244897959183674,7.938775510204081,3,5824.866666666666,5.0286293878680155,9.43160645323152,6182.832221663543,60706.376886203245,A,0.9375794181434607
12358.0,14.89795918367347,14.938775510204081,5,770.682,4.410611689746891,8.409592468898293,799.0927247288275,7007.746655045011,B,0.9671163823337644
12359.0,13.795918367346939,15.0,10,802.3300000000002,7.55983744904566,14.402546416431768,816.8425853289446,12267.182987526547,A,0.954845874514425
12360.0,12.306122448979592,13.387755102040815,8,525.49125,6.897302136011161,13.103171910395446,537.5901913721978,7342.80961636921,A,0.9536747317869495
12361.0,8.040816326530612,13.938775510204081,4,127.81249999999999,2.583088144372246,4.917645704799483,134.57127887644148,689.9929042561196,D,0.6271090712597511
12362.0,15.0,15.081632653061224,11,478.47,8.390554884036968,15.98588321438934,486.46477293285784,8108.81197013836,A,0.9811165698899872
12363.0,2.693877551020408,4.959183673469388,2,276.0,4.65916080282791,8.637871025417972,304.1974028031168,2732.351233602124,C,0.7814078553299787
12364.0,2.122448979591837,2.306122448979592,4,328.27500000000003,13.809178831213448,25.139943068413253,344.10034896363265,8980.698257782116,A,0.9512254803481734
12365.0,0.0,5.959183673469388,2,178.81499999999997,0.2708107428502282,0.504438937566247,197.80494876451652,103.80414167538336,D,0.05167855516564393
12369.0,4.653061224489796,13.10204081632653,3,589.91,0.9911678038160198,1.8847186427943095,627.3526821770462,1232.6448257508114,C,0.27663750747730215
12370.0,12.591836734693876,13.653061224489795,7,613.2528571428572,6.086258782522284,11.570652278275235,629.3490847588961,7591.322479316291,A,0.95343252177419
12371.0,12.244897959183673,13.183673469387756,5,802.4599999999998,4.819153022447859,9.157518283419982,832.0102280970588,7942.431374667731,A,0.9506270422395815
12372.0,4.571428571428571,6.061224489795919,3,432.68000000000006,5.808749035799219,10.816156979364376,460.4958954618182,5181.453285943888,B,0.8856323560014303
12373.0,7.387755102040816,13.755102040816327,3,370.7833333333333,2.174829612199755,4.140898731563416,394.8094557977363,1704.6038735607244,C,0.632378830337836
12374.0,11.489795918367347,12.020408163265305,4,741.1850000000002,4.445217676121761,8.428686216901147,775.6855498351279,6813.853181133496,B,0.9533984232396242
12375.0,1.7755102040816326,2.020408163265306,2,225.69,9.421158096128309,17.13383356837002,249.12095723351266,4430.870081285394,B,0.9299225752431389
12376.0,0.5714285714285714,8.53061224489796,2,246.985,0.21570499401665355,0.4056770809517847,272.43347777425447,115.08604776047599,D,0.05388978745569515
12377.0,5.591836734693878,12.040816326530614,4,853.52,1.8581387168394408,3.523426315579139,893.1012664317211,3279.5573211396572,B,0.3990886466781686
12378.0,8.816326530612246,11.489795918367347,2,2705.15,2.775424972615225,5.262403771552382,2963.488751548971,16253.070265940476,A,0.880525572646597
12379.0,9.224489795918368,10.918367346938776,4,405.055,4.631819880536248,8.75929926522112,424.35297477292136,3872.780208351026,B,0.9179781743865818
12380.0,13.061224489795919,13.530612244897958,11,721.2245454545455,9.12930929667972,17.34194172308782,733.1001192756481,13252.297946442497,A,0.9737190086833178
12381.0,2.346938775510204,2.4489795918367347,5,363.5540000000001,15.875457222801028,28.922694484846314,377.3658284074326,11331.538476955679,A,0.9618311091070798
12383.0,3.4081632653061225,7.204081632653062,5,370.112,3.3220288864758114,6.2084536257000265,384.1589867902402,2481.9915362999122,C,0.4047363954953824
12384.0,1.8775510204081631,2.4897959183673466,2,286.51500000000004,8.227555414771821,15.020398459235851,315.70860982288207,4924.201954641388,B,0.9041271899924305
